# GTOC4 list of asteroids' Keplerian orbital parameters in the J2000 heliocentric ecliptic frame
# Name         Epoch (MJD)    a (AU)                   e                        i (deg)                  LAN (deg)                arg. periap. (deg)       mean anomaly (deg)
'2006TC1'      54800.000000   1.7199620556625601e+00   3.7565857488659238e-01   4.4985289284265750e+00   3.2615323622642472e+02   1.6076096355753234e+02   2.7501502060981130e+02
'2006TC8'      54800.000000   2.1527271609791199e+00   7.6118603517025518e-01   3.1556410697485951e+01   2.0448919445073210e+02   6.7293371524590171e+01   2.6332385340565804e+02
'2006TF'       54800.000000   2.3272659014129600e+00   5.6111887653045334e-01   3.4937238792933738e+00   1.8784276162000080e+02   1.8239460619213889e+02   2.1920533236840393e+02
'2006TS7'      54800.000000   9.4667202595047595e-01   5.7988263976173082e-01   5.4650374316057970e+00   2.2544445876841488e+02   2.9973258673747802e+02   2.5906962610233425e+01
'2006UA17'     54800.000000   1.3719474949399000e+00   2.8663931966578615e-01   2.1901544419370968e+01   2.0780480776122974e+02   1.1668842643313216e+02   1.4961342116858168e+02
'2006UB17'     54800.000000   1.1406826372962000e+00   1.0381378260227764e-01   1.9910722820364191e+00   2.1398637715592139e+02   1.3513036993462666e+02   2.9632563280608304e+02
'2006UE185'    54800.000000   2.2948921795184098e+00   4.9062187665232931e-01   1.0478792120852389e+00   2.1063383866320001e+02   1.8371755416914618e+02   2.1671254911650522e+02
'2006UF'       54800.000000   2.4550619155493298e+00   5.2963021314184144e-01   6.9462899627259658e+00   2.0761331785270880e+02   2.0361971744538710e+02   1.9170786383579187e+02
'2006UJ'       54800.000000   2.2243141527366399e+00   4.9249382894280402e-01   5.3451565267513246e+00   2.0341680954439209e+02   1.6458290589489550e+02   2.3555883052532229e+02
'2006UJ185'    54800.000000   1.6923254823394700e+00   5.7930632022152728e-01   8.6504687471251607e-01   3.5041692082711542e+01   7.8758412425552706e+01   3.1934228652343148e+02
'2006UK217'    54800.000000   1.4899587617089300e+00   6.6853160086208596e-01   4.1023987030015242e+01   2.1731721177669763e+02   3.1142589368329106e+02   1.0737478028024398e+01
'2006UP217'    54800.000000   1.2031921242281001e+00   4.8961495910540248e-01   1.5194559945567649e+00   2.0685591600278116e+02   8.2923093266257013e+01   2.5813251781958911e+02
'2006UQ216'    54800.000000   1.1037728245492300e+00   1.6251999365431102e-01   4.7258845814822148e-01   2.1791506468392586e+02   2.4738999493546675e+02   2.3588734363045825e+02
'2006UR216'    54800.000000   1.6781472813811800e+00   5.3310326126061136e-01   1.4256332355206549e+01   2.1714275566799387e+01   1.3396752766468717e+02   3.1332158975704459e+02
'2006UZ215'    54800.000000   8.9009066034758300e-01   2.0696415881813857e-01   1.4273240607596071e+01   3.5229768525669087e+01   2.2213613088249051e+02   2.9662340895227857e+02
'2006VB'       54800.000000   1.7292238650714999e+00   4.2476290511048059e-01   8.6924110422216625e+00   3.6992912428333938e+01   3.2504085239972267e+02   3.4341271612636194e+02
'2006VB2'      54800.000000   1.7917958767970299e+00   7.8770040958614995e-01   1.5823090073954875e+01   4.4283945124158635e+00   1.7144767192643874e+02   2.8438250008570350e+02
'2006VB3'      54800.000000   2.8361304032443901e+00   5.4725837399003796e-01   1.1022110151589491e+01   4.6475066510596534e+01   3.3654436792518106e+02   1.6078329073463399e+02
'2006VB14'     54800.000000   7.6682168128770700e-01   4.2130772684742307e-01   3.1025414923829683e+01   2.5877177933908240e+02   3.4644707220774268e+02   2.0312904234265457e+02
'2006VB45'     54800.000000   1.2224415186521800e+00   1.6470786255665359e-01   1.2480992621513639e+01   2.3454284090559872e+02   1.7118401325077082e+02   1.8900131312930057e+02
'2006VD2'      54800.000000   2.5779380616543599e+00   5.9986564580018786e-01   9.0223882326490212e+00   1.2113974035150883e+02   2.4179498504826262e+02   1.8725606842062965e+02
'2006VG13'     54800.000000   8.1793944607089097e-01   3.0334512619659254e-01   5.8542315725630329e+00   9.6672875870867699e+01   1.1516053948126746e+02   1.2235685322084294e+02
'2006VP13'     54800.000000   1.1777708733397001e+00   1.4264422853896866e-01   1.1072831874465313e+01   2.3101028395688621e+02   2.3453493948725480e+02   1.7485914780108789e+02
'2006VT2'      54800.000000   1.2626742469225900e+00   7.2317173928228029e-01   3.1789939977360174e+01   5.9515118526519956e+01   1.5255473364427880e+02   7.2532372871532985e+01
'2006VU2'      54800.000000   2.3169644605443298e+00   5.4866364443988191e-01   2.1735699012147491e+00   2.2682313701101771e+02   1.7243917516674412e+02   2.1135100485661911e+02
'2006VV2'      54800.000000   2.3898816226886201e+00   6.0371460912872899e-01   2.3657251625144990e+01   9.9355638931635646e+00   1.4496707809627625e+02   1.6969075989001644e+02
'2006VW2'      54800.000000   1.2359605564245999e+00   2.9449027636259223e-01   1.0044970685893487e+01   2.2989132838608887e+02   2.9956682830787651e+02   8.9346139699911859e+01
'2006VY2'      54800.000000   8.9246220416097199e-01   3.7713701922097365e-01   1.4563269380445913e+01   2.3129819023869109e+02   3.2701461654776858e+02   4.1572548254899331e+01
'2006WA30'     54800.000000   1.6288523750957700e+00   4.2216097669973962e-01   1.0066760529836762e+01   2.4149512034138871e+02   2.2686063600391356e+02   3.3094264903419605e+02
'2006WB'       54800.000000   8.4961228950127499e-01   1.8054943533111878e-01   4.9085165567379860e+00   6.5410673867241115e+01   1.6249683192135095e+02   4.9319038021827964e+01
'2006WB30'     54800.000000   1.6434362121088100e+00   3.6074168283276692e-01   3.6339832801975001e+00   7.0570431806556883e+01   3.5995102177847747e+02   3.4089009830681516e+02
'2006WD129'    54800.000000   1.8818494751840700e+00   5.0091109182956650e-01   6.0257692698247762e+00   5.6804742333178012e+01   3.1941751212466528e+02   2.9502265735122933e+02
'2006WG130'    54800.000000   2.3990000209273199e+00   5.9830432817365176e-01   1.1263067650015042e+01   6.4052416260260372e+01   3.2536013075631371e+02   2.0200394748945192e+02
'2006WH130'    54800.000000   1.3044062765729101e+00   1.8097195503466781e-01   1.7043904046742952e+01   6.6980262848381244e+01   1.8550437448201059e+01   1.1036915983638372e+02
'2006WJ3'      54800.000000   1.7524004417320200e+00   4.2410415600200280e-01   1.5355037442956693e+01   2.3264567382582655e+02   1.7838171234941254e+02   3.1531023761674902e+02
'2006WN1'      54800.000000   2.0994433046257202e+00   4.5070598401786710e-01   4.0143082653033355e+00   2.3943089764954058e+02   9.3338746103983041e+01   2.8671683204439233e+02
'2006WP127'    54800.000000   2.5318925705364199e+00   7.6734593780571569e-01   6.0798875139761090e+00   1.7833307092326359e+02   2.2930008187556119e+01   1.4284048740057338e+02
'2006WQ29'     54800.000000   1.6008329664692400e+00   3.9357088162809600e-01   8.0686076143738674e+00   1.1207622344721328e+02   1.3645923914255337e+02   1.7283427095095982e+02
'2006WQ127'    54800.000000   1.3091699917950299e+00   5.0854088259891661e-01   1.8106199306772893e+01   7.3560981866172696e+01   8.7411633291938628e+01   8.4509984844638652e+01
'2006WR1'      54800.000000   1.3331172077193900e+00   6.1410663156689294e-01   3.8162460798473383e+01   1.0606728757015092e+02   1.3204395427857872e+02   6.7079094078066007e+01
'2006WR127'    54800.000000   9.0711958540127002e-01   3.7598650780156262e-01   1.6787515650584840e+01   2.6085835626163208e+02   3.5141761336949975e+02   3.0626515624182053e+02
'2006WT1'      54800.000000   2.4696612281517498e+00   6.0124101531359786e-01   1.3685802145912334e+01   2.4495799800859859e+02   1.7057755636868401e+02   1.8679745439634291e+02
'2006WY3'      54800.000000   2.4234467386661800e+00   6.4709519601237719e-01   2.7408805201305206e+00   9.3357402580296664e+00   3.2349364286745146e+02   2.1273429538459970e+02
'2006WZ2'      54800.000000   1.6945440366256399e+00   3.2997459272690949e-01   2.4658601298052872e+01   3.5445433718109103e+02   6.5907648414149136e+01   1.0342152549404732e+01
'2006WZ3'      54800.000000   1.7465780140196501e+00   5.7728288208992973e-01   3.8049988145928282e+00   1.7637131142042563e+02   1.3449528927860310e-01   2.7137478039596385e+02
'2006XH1'      54800.000000   2.3626144770992301e+00   4.5487881554997112e-01   6.3191276867823323e+00   2.7908543306663461e+02   1.8340624936520757e+02   1.8919678150663748e+02
'2006XN4'      54800.000000   2.6031400424184299e+00   6.0784996155831550e-01   6.6554472803865865e+00   2.6038680896482748e+02   1.9185002200539489e+02   1.6654095227944126e+02
'2006XP4'      54800.000000   8.7250042641146996e-01   2.1387248931458649e-01   5.3773962306280476e-01   2.9677018055314028e+02   3.4329936746778424e+02   3.0725660537485157e+02
'2006XY'       54800.000000   1.4980010464661799e+00   3.3851279149820207e-01   3.6384841111587405e+00   2.5796916562096715e+02   1.8409742533376422e+02   2.4799840940014729e+01
'2006YA'       54800.000000   1.7377191942725001e+00   4.2433458067220992e-01   1.5443169026664064e+01   9.2234498922370278e+01   2.8013656227209939e+01   2.9290930923131930e+02
'2006YF13'     54800.000000   9.1893405730475297e-01   4.0348850158580035e-01   1.0531184509772601e+01   2.0535816502795814e+02   9.5333339726224537e+01   1.8904961850079752e+02
'2006YN'       54800.000000   1.4774936644240799e+00   2.2488770535103414e-01   1.5274111259917769e+01   1.0632895033573477e+02   3.0778574745971946e+02   5.6015800784005201e+01
'2006YP44'     54800.000000   2.5426982658546402e+00   6.2622218326775503e-01   1.9851180040876155e+00   8.8233298027842565e+01   3.3306617663573502e+02   1.7721044229846694e+02
'2007AC12'     54800.000000   2.7755188961025898e+00   5.4840719466536147e-01   2.4051518267640134e+01   5.1558802081967762e+01   2.6753661860232603e+00   1.4582944732882859e+02
'2007AH12'     54800.000000   2.0442426672222802e+00   4.5286609115195059e-01   1.0453662837798552e+01   1.2661538213043869e+02   6.0496689562079542e-01   2.2784971518230731e+02
'2007AM'       54800.000000   7.9864838688599904e-01   4.6722457488417818e-01   1.1721105043558593e+01   1.0717978631865451e+02   1.7249331420199110e+02   6.3338331182681564e+01
'2007AS2'      54800.000000   2.5858335618360502e+00   6.2394745985136491e-01   3.7603480304721546e+00   3.0844455982308381e+02   1.2150875425937903e+02   1.7056632056434836e+02
'2007AV2'      54800.000000   1.4375355166773800e+00   4.7370133302783235e-01   1.2297281167875399e+01   2.8602769471035509e+02   2.9318535398084185e+02   3.4220530308864198e+02
'2007BG49'     54800.000000   1.8439587281185099e+00   3.2096889491940267e-01   7.8946103003541044e+00   3.3294709801854759e+02   2.8141624063315010e+02   1.7162808084199867e+02
'2007BJ'       54800.000000   3.0672737696376400e+00   6.9233956547738029e-01   4.4352508844530540e+01   2.9867249799827073e+02   1.3418701748265502e+02   1.3156943396351295e+02
'2007BT2'      54800.000000   1.6323994460986899e+00   2.2395709845379072e-01   2.6854467637940520e+01   3.1053040957833751e+01   1.4887631947744808e+02   3.0685519264273319e+02
'2007BT7'      54800.000000   2.1712857782269799e+00   5.3974802787848108e-01   1.7430454768951925e+01   2.9489230968440978e+02   1.1702160042067676e+02   2.2537321000720840e+02
'2007CC27'     54800.000000   1.6846295285247901e+00   4.9149592854158897e-01   2.1175181705542419e+00   3.2415494989629047e+02   1.2518034819892301e+02   3.1352131627520504e+02
'2007CF19'     54800.000000   2.9856977073768398e+00   6.3066721473351128e-01   1.8113238301943579e+01   3.2150993702289799e+02   2.4443442990046213e+02   1.1055095003609500e+02
'2007CO5'      54800.000000   1.6775472760137300e+00   3.0862123194182950e-01   4.7941895106656453e+01   1.3850954589136191e+02   3.2798296857193134e+02   3.1617771496949103e+02
'2007CO26'     54800.000000   2.7840982798352201e+00   6.2479969490109888e-01   6.2772489468576236e+00   3.5725702244803040e+02   1.3784737830512680e+02   1.3960789569648531e+02
'2007CP5'      54800.000000   1.6537118197056599e+00   3.5784308141445947e-01   3.5968112642905488e+01   1.3794275951326827e+02   4.1389875817862190e+01   2.8817897238051262e+02
'2007CR5'      54800.000000   1.6179596239697300e+00   4.4472565992134994e-01   1.3864823777953056e+01   1.3887897913214965e+02   3.1068742600195964e+02   3.3466639971900162e+02
'2007DB83'     54800.000000   1.7506253926644499e+00   3.0004355380126790e-01   1.0903368527477239e+01   5.5323049900491490e+01   1.6216221241880723e+02   2.4092825452514225e+02
'2007DC'       54800.000000   1.3512745193729900e+00   3.2413714835906576e-01   4.0809144287127874e-01   1.7486063971897585e+02   2.7814849044371294e+02   7.7928224056617424e+01
'2007DD49'     54800.000000   2.1725030270340100e+00   6.0584399234008557e-01   8.1965351249326091e+00   1.5029083224905452e+02   2.7715414245832289e+02   2.1634469055812232e+02
'2007DH8'      54800.000000   1.4369812835252800e+00   2.6342757289448815e-01   4.4506186491417434e+00   1.4956640732455915e+02   3.5611921004943611e+02   1.2977419983136631e+01
'2007DJ8'      54800.000000   1.6293408367268900e+00   3.6182859351480173e-01   2.9777961588040913e+01   3.3214521117716072e+02   1.5469735101768481e+02   3.1839589640639213e+02
'2007DS7'      54800.000000   1.1800310364712701e+00   3.9986659910063582e-01   8.4481323567676903e+00   1.4850868106185641e+02   2.7078438105287051e+02   1.8539354885549903e+02
'2007DS84'     54800.000000   1.8667136611534700e+00   4.4595868544913714e-01   8.9085336238127439e+00   3.0698440858997834e+01   1.7257470007919832e+02   2.3086070656881134e+02
'2007DX40'     54800.000000   1.5339721570383300e+00   5.3696041425510010e-01   4.4872358652686695e-01   3.2970415922967487e+02   2.7392205544896331e+02   3.0461215899591684e+02
'2007EF88'     54800.000000   2.4973065714706699e+00   5.7376096125830323e-01   7.1082085414990726e+00   1.6738746141394853e+02   3.2374840274392932e+02   1.6448293137924705e+02
'2007EH'       54800.000000   2.1658490755983899e+00   6.5724579070515599e-01   1.3902046099666534e+00   3.5277764276314309e+02   2.4604808733915104e+02   1.8161433986357966e+02
'2007EK'       54800.000000   1.1262578429105901e+00   2.7230262752640594e-01   1.2062171676961875e+00   1.6858490949677832e+02   8.3249214426829482e+01   1.0732727099803103e+02
'2007EL26'     54800.000000   1.2711078114563299e+00   1.1531689700791542e-01   1.3716808184305028e+01   3.4436893483011892e+02   2.2942207302089253e+02   3.3231443889238918e+01
'2007EQ'       54800.000000   1.6290863718892401e+00   4.4789820571919281e-01   5.6693017167195654e+00   1.0648663723060720e+02   3.1032948696980549e+00   3.2234993892403213e+02
'2007ES'       54800.000000   1.5798347671190300e+00   6.0136517485327035e-01   3.5544113218231907e+01   3.3444067219235814e+02   1.9689287337541934e+01   4.9860733967598044e+01
'2007EU'       54800.000000   1.4455067087996600e+00   3.0710478495488219e-01   1.3257861721808483e+01   1.6413830013657713e+02   3.3455725226407981e+02   1.3278682421359775e+01
'2007FD3'      54800.000000   2.2196854369274401e+00   5.3392433089942437e-01   3.3843851533479331e+01   2.0691845195867550e+01   1.4048257303921810e+02   1.8995160239983116e+02
'2007FH1'      54800.000000   1.7285712219742899e+00   3.8642810240541409e-01   2.2772083315388695e+01   7.5868594027038516e-01   2.2869628108910956e+02   2.4331238779913124e+02
'2007FJ1'      54800.000000   1.7985686712107400e+00   4.0197168735404420e-01   3.3316152861198938e+00   1.3042008237331510e+02   5.0111102919630284e+01   2.5274252235783214e+02
'2007FO3'      54800.000000   1.2706092158478799e+00   2.9749778823625384e-01   6.2933060910779712e+00   3.5676583699103207e+02   2.6210408316464225e+02   1.8482735223813926e+01
'2007FS3'      54800.000000   1.5856089477336699e+00   4.1819401968895009e-01   3.2217515296645098e+00   1.7960490510486375e+02   3.1337960125443550e+02   3.2497138110209960e+02
'2007FY20'     54800.000000   1.4586148534404200e+00   3.8686810645876818e-01   5.3757893346261012e+00   1.1982340935074534e+01   2.3027218786161481e+02   3.1759256492726860e+02
'2007GF'       54800.000000   1.3006636049220099e+00   3.7864038559926277e-01   1.8877379410202600e+01   5.9046403672365386e+01   3.2951274813956964e+01   1.0374127864124105e+02
'2007HB'       54800.000000   2.1082324595318100e+00   3.9790130731168072e-01   2.3271446689738418e+01   6.7465704487540592e+01   1.0377202643720669e+02   2.0739202078666884e+02
'2007HD70'     54800.000000   2.1151685444417399e+00   4.7342512089884170e-01   5.6581677658325527e+00   1.6142936407080893e+02   8.2055914097757693e+01   1.8009739100710601e+02
'2007HG44'     54800.000000   2.4700376614874999e+00   7.2002353917684503e-01   8.4223518124825993e+00   6.4798274237721429e+01   3.3043801800179374e+01   1.6826327512765883e+02
'2007HH44'     54800.000000   2.4208291226103400e+00   5.6998371887760824e-01   1.7391427577070646e+00   1.7327120383226040e+02   7.1479091990199464e+01   1.4595481381574385e+02
'2007HL4'      54800.000000   1.1185220808564400e+00   8.9709231080375096e-02   6.5303514858069587e+00   3.1187208173370692e+01   1.3853927776520453e+02   1.6630181479148555e+02
'2007HW4'      54800.000000   1.4840737048426700e+00   7.6656558333731029e-01   1.2393328263657306e+00   1.3888623887989070e+02   1.9691227521950867e+02   2.9124939542440421e+02
'2007JB21'     54800.000000   9.8666789562620405e-01   1.0927775601329051e-01   1.3461973144592228e+01   2.2799390114113694e+02   2.5084647740916722e+02   3.1142214558715182e+02
'2007JD'       54800.000000   2.8330650895925502e+00   8.1285399710418138e-01   1.2264819639973206e+01   2.2880835298794406e+02   9.3156561615145179e+01   1.0829303711530676e+02
'2007JF16'     54800.000000   2.0225643212344000e+00   6.7563732796045717e-01   4.4007600374605758e+01   2.2550990969460571e+02   2.2117547620369274e+02   2.5705496716710297e+02
'2007JW9'      54800.000000   2.0237315845379702e+00   4.3992528707848755e-01   2.4917175652049983e+00   2.3095425235311623e+02   3.3492592982362294e+02   2.0304433746143073e+02
'2007JX2'      54800.000000   1.7075464883130700e+00   5.2695554262005528e-01   4.2213705005980957e+00   4.4554300450006146e+01   8.7662123588574985e+01   2.8043305520721799e+02
'2007KE4'      54800.000000   2.3831964674766501e+00   5.7157863163641087e-01   9.3435432686273003e+00   6.5084261931541135e+01   1.9458493007611958e+02   1.4494233908221409e+02
'2007KF7'      54800.000000   1.7176762135153500e+00   3.8596288520649158e-01   1.1853269629932440e+01   6.4025009860956899e+01   1.8563340457130340e+02   2.4043779515736873e+02
'2007KV2'      54800.000000   1.1163228603265201e+00   3.1276919438940665e-01   1.3721678244119708e+01   2.3556014592759084e+02   2.6449184501506562e+02   1.6984172367528396e+02
'2007LA'       54800.000000   1.5508258863688200e+00   5.9368039678831974e-01   3.3518413816628907e+01   2.4557245621240588e+02   1.0767314954332018e+02   2.4576462008216026e+02
'2007LE'       54800.000000   1.8385263501359601e+00   5.1668428991384963e-01   2.9486086550965641e+01   7.3901174972015326e+01   1.1992232190717446e+02   2.3147521012415328e+02
'2007LF'       54800.000000   1.6828358604778999e+00   4.1981255363363112e-01   6.9812439743975760e+00   2.3955266989246513e+02   3.3361194194306739e+02   2.6039518651999765e+02
'2007LQ19'     54800.000000   2.6096597813149498e+00   6.2774942958724733e-01   1.7055794833836256e+01   1.1094134056232208e+02   2.0759531583401923e+02   1.2102754498545788e+02
'2007LS'       54800.000000   2.6946847062890300e+00   6.8207283453588241e-01   6.3693905299858322e+00   2.0100487220502984e+02   1.6859555579088618e+02   7.9017054242359677e+01
'2007LT'       54800.000000   1.4968563953868399e+00   3.7892021703181339e-01   6.8260274273963517e-01   2.2233631310924565e+02   3.4263349372127954e+02   3.1579279104261263e+02
'2007LV'       54800.000000   1.7627189985525700e+00   2.7077412465388778e-01   1.6998209293291893e+01   7.0376210673739934e+01   2.6195134365555634e+02   1.9211691638006832e+02
'2007LW19'     54800.000000   2.3578750934626500e+00   5.8199229386318740e-01   2.1289984316329971e+00   6.3822098051523355e+01   2.3296596306345145e+02   1.3728421481325668e+02
'2007MJ13'     54800.000000   1.4486056078537000e+00   3.8320163074508784e-01   1.0802812375385971e+01   2.6798334253499968e+02   5.8230159586765836e+01   2.7219538674335860e+02
'2007ML13'     54800.000000   1.2974646457835499e+00   8.4974819898572349e-02   1.8014339417012206e+01   1.3556958817929439e+02   1.3920941471116129e+02   3.4341140044388493e+02
'2007ML24'     54800.000000   7.5828217967235401e-01   3.5895682728629996e-01   3.3432860441807563e+01   2.8189275262840039e+02   2.0148128492342545e+02   2.7533499146966858e+02
'2007MT20'     54800.000000   1.8453877236400000e+00   6.1291608626888516e-01   1.6602320984183745e+01   2.2651788206055838e+02   1.4842098908589188e+02   1.7707138420709714e+02
'2007NL1'      54800.000000   1.2396837986694400e+00   2.4912964788141689e-01   1.8634124253396021e+01   1.1710660593879916e+02   2.6686868584652018e+02   3.0235654476046051e+02
'2007NS4'      54800.000000   1.8740048885973000e+00   5.9770558566661025e-01   5.8053693802734472e+00   1.1284699564690193e+01   4.7189481936263107e+01   1.4621453407008903e+02
'2007OH3'      54800.000000   1.9477053165607900e+00   4.6090762387700301e-01   8.3067971121134079e+00   2.9644027160351806e+02   3.6772903227867055e+00   1.7987923034099791e+02
'2007OR9'      54800.000000   1.6255578866416001e+00   2.6278449245895619e-01   1.1810141833672203e+01   1.3843430684191443e+02   1.2550963026468871e+02   2.5865641387746160e+02
'2007OV'       54800.000000   2.4787976550756898e+00   4.8378812406813809e-01   1.2674539206147672e+01   3.5370427486326861e+02   3.3319300031717404e+02   1.2033634186557532e+02
'2007PA8'      54800.000000   2.8292491029792899e+00   6.6150105780428126e-01   1.9854418881195599e+00   1.4304109259562296e+02   2.9187714098554790e+02   5.7339302156777663e+01
'2007PF6'      54800.000000   1.2985629389967599e+00   4.1628526605155375e-01   2.5607522968904604e+01   3.1644934047690469e+02   2.5118008568415996e+02   1.6452705859074364e+01
'2007PH25'     54800.000000   2.5362684930290298e+00   8.1541147336384689e-01   5.3240896055058371e+01   1.5037446079782976e+02   3.3180755066136612e+02   9.2667953905846034e+01
'2007PQ9'      54800.000000   1.4264396561043200e+00   2.4115623311386727e-01   8.5565417163524344e+00   1.3603393510448953e+02   2.1534550761619718e+02   2.5696689143933691e+02
'2007PR10'     54800.000000   1.2330869114115199e+00   8.9268091413166339e-01   2.1000515781682662e+01   3.3517611071353758e+02   1.9064761993719958e+02   2.0296334371619309e+01
'2007QA2'      54800.000000   2.1573633563129699e+00   4.3533908858499476e-01   4.3723024923811957e+00   2.9873744236852366e+02   2.2886853292738024e+01   1.4669994211853563e+02
'2007RA9'      54800.000000   2.6785711878883101e+00   5.4086745007480186e-01   1.4439190330525006e+01   1.1957862558127931e+02   2.5609509541301964e+02   9.4956095945414063e+01
'2007RE2'      54800.000000   2.2892111365863301e+00   5.3561312572598829e-01   1.2283939293759417e+01   1.6060543781359647e+02   1.8848837604178544e+02   1.2716262750379072e+02
'2007RO1'      54800.000000   2.2629375847618300e+00   6.0555315177812541e-01   8.5130407032908444e+00   3.3960242450774081e+02   3.0688603699040516e+02   1.4275314640555024e+02
'2007RP9'      54800.000000   1.5380024499306599e+00   3.8445881597363163e-01   2.6380599266049323e+01   3.4233364038832758e+02   6.1839384177598717e+01   2.0511736788658229e+02
'2007RQ12'     54800.000000   1.7926237209553799e+00   4.7323692555543739e-01   1.2396359875202088e+00   8.4502616659414471e+01   2.2225439640405222e+02   1.9624914651756470e+02
'2007RR12'     54800.000000   2.0077871255594202e+00   7.3027337519815028e-01   7.0728355371373492e+00   3.3617156338816505e+02   1.3208287078464508e+02   1.3064967922465314e+02
'2007RT9'      54800.000000   1.6532966899717201e+00   5.6618453538424629e-01   2.0147430786965426e+01   1.6400123534141449e+02   2.4977347858416941e+01   3.2128563165755537e+02
'2007RU19'     54800.000000   1.7154004174257700e+00   4.0554215321099407e-01   2.8334676118504238e+00   3.5317575448141127e+02   3.4052035507031229e+02   2.0129812421147383e+02
'2007RX8'      54800.000000   1.1384994009175500e+00   2.1134319125823636e-01   9.3982244633166658e+00   3.4849860589180662e+02   2.8193506605135070e+02   5.8746355980594551e+01
'2007RY9'      54800.000000   1.2694309170564699e+00   1.5253835920851458e-01   2.8504482471199129e+01   1.6930937439077670e+02   1.9293604809963011e+02   2.9637711540305958e+02
'2007RZ8'      54800.000000   1.3524206669547501e+00   1.8630217752869227e-01   1.0271611086129486e+01   3.4382226746124894e+02   7.0218338576010098e+00   2.7897381398982458e+02
'2007SU1'      54800.000000   2.4065978397148098e+00   5.9027569163492477e-01   2.4761286973260681e+00   3.5503686478963255e+02   3.0165266210731239e+01   1.0902226325942722e+02
'2007SV11'     54800.000000   1.7344130724627300e+00   4.9370483568533957e-01   3.2238504764357415e+01   2.9229818791255553e+02   2.3636234132973811e+01   1.9331499456551694e+02
'2007TB14'     54800.000000   2.4932774438341498e+00   6.3750695147406111e-01   5.9769458294677866e+00   2.0076177946272534e+02   1.2440185388643033e+02   1.1435604792875324e+02
'2007TC14'     54800.000000   2.0969293924741002e+00   8.0820619910206948e-01   4.6447037793806647e+00   2.2424921140233133e+02   2.6911991493307499e+02   1.1828995931554410e+02
'2007TD71'     54800.000000   1.2863335175069699e+00   2.7959339285761636e-01   4.9755899169470126e+01   4.9612604582628784e+01   2.2073404326279089e+02   3.4932138994352596e+02
'2007TE66'     54800.000000   1.0555776202236899e+00   2.0438279454624839e-01   1.0244999457654858e+01   1.9579046610358881e+02   3.5517689146383179e+02   2.2051623098056643e+02
'2007TG15'     54800.000000   2.2537050226595299e+00   4.7516993229529109e-01   4.5945215093414919e+00   2.8232838686450810e+02   1.3655143742963068e+02   1.0706574830286310e+02
'2007TG71'     54800.000000   1.3050124291216001e+00   2.3840309777202773e-01   1.0401707518477242e+01   1.8345276396070776e+01   4.4447035985125275e+01   2.4613100036817636e+02
'2007TH71'     54800.000000   1.3412080714265600e+00   3.1305760136524424e-01   7.0640434648213093e+00   2.0047607431680717e+01   5.2855480558003208e+01   2.3367184531033860e+02
'2007TK15'     54800.000000   1.9091192519387099e+00   4.2490100586811325e-01   1.0426200545677649e+00   1.1471267170921763e+02   2.0541710048767106e+02   1.8372305886784761e+02
'2007TL15'     54800.000000   1.3928380600773100e+00   5.4774132120343100e-01   1.3306761368228104e+00   2.9762742715335776e+01   2.4079524013643785e+02   2.9232477674228198e+02
'2007TS68'     54800.000000   2.2480723036242498e+00   4.3682182468724279e-01   5.5812055969447147e+00   1.6704274285081539e+02   1.3713954346869693e+02   1.6142494311046238e+02
'2007TX18'     54800.000000   2.1373780990827602e+00   4.1617472818053380e-01   7.3715932168850919e+00   2.8429066930996191e+02   1.5751364595242041e+01   1.8281513429981516e+02
'2007TX24'     54800.000000   2.3143283630644000e+00   5.3564358907016085e-01   8.1596117111202062e+00   2.0028370447239948e+02   1.6880238157570022e+02   1.1861172295201729e+02
'2007TY18'     54800.000000   2.1546339915614201e+00   4.0946126761257756e-01   8.0483479934894699e+00   6.2391706986874054e+00   3.0151567781050392e+02   1.7370452731160387e+02
'2007TY24'     54800.000000   2.5062993042029800e+00   5.7932262949928348e-01   4.2931649052818344e+00   1.9428078373358869e+02   1.8078365887044390e+02   1.0394163466629139e+02
'2007UH'       54800.000000   1.1725679936399300e+00   3.3618519786435819e-01   1.5131372129123980e+01   2.0669544975930521e+02   2.9478689923947525e+02   2.4172994329291598e+02
'2007UJ'       54800.000000   1.1447691833099001e+00   1.4032382348356909e-01   2.2692122168104810e+01   2.2648839908358955e+01   4.2765285796733799e+01   2.9811034150943198e+02
'2007US'       54800.000000   9.5749306730785300e-01   5.7526882818789782e-01   1.2077944273836447e+01   2.4329114060872431e+01   2.0276105853475528e+02   1.6791376304047088e+02
'2007US3'      54800.000000   1.5127067402089600e+00   3.6355630479749507e-01   2.4340648414159510e+01   2.8835425290400636e+01   2.8693225559522466e+02   2.5122249035010290e+02
'2007US6'      54800.000000   2.2207990219853100e+00   4.4783875223915004e-01   1.2427555949230607e+01   2.2575579736922401e+02   2.2491658023571290e+02   9.7840825376864387e+01
'2007US12'     54800.000000   9.0603528178536297e-01   5.1456539801124623e-01   8.8046627692730333e+00   2.1119683732366229e+02   4.4549221827627441e+01   1.8186496946579200e+02
'2007US51'     54800.000000   2.1920409459487900e+00   6.3238244461186544e-01   1.4722727719007029e+00   3.9362313247917491e+01   2.9792713987367995e+02   1.3240521077356016e+02
